,MsSubClass,Zone,Neighborhood,Area,Room,YearBuilt,Sale-Rent,Document,Floor,AllFloors,Elevator,Warehouse,Parking,Reconstruction,Balconcy,PricePerMeter,TotalPrice
8593,0,2,38,550,4,1,0,0,5,5,1,1,1,0,1,20202000.0,11111111111.0
8594,0,2,39,850,2,18,0,0,4,5,1,1,1,0,0,9176000.0,7800000000.0
8595,0,2,42,50,1,18,0,0,6,6,1,1,0,1,0,150000000.0,7500000000.0
8596,0,2,42,50,1,13,0,0,6,6,1,1,1,1,1,150000000.0,7500000000.0
8597,0,2,42,50,1,6,0,0,1,6,1,1,1,1,1,176000000.0,8800000000.0
8598,0,2,39,50,1,6,0,0,4,6,1,1,1,1,1,126000000.0,6300000000.0
8599,0,2,46,52,1,5,0,0,5,6,1,1,1,1,1,31730000.0,1650000000.0
8600,0,2,39,53,1,6,0,0,5,6,1,1,1,1,1,105660000.0,5600000000.0
8601,0,2,38,54,1,1,0,0,4,6,1,1,1,0,1,200000000.0,10800000000.0
8602,0,2,38,55,1,8,0,0,5,6,1,1,1,1,0,218181000.0,12000000000.0
8603,0,2,39,55,1,1,0,0,3,6,1,1,1,0,1,109090000.0,6000000000.0
8604,0,2,39,55,1,1,0,0,3,6,1,1,1,0,1,134545000.0,7400000000.0
8605,0,2,39,55,1,1,0,0,4,6,1,1,1,0,1,140000000.0,7700000000.0
8606,0,2,39,55,1,1,0,0,5,6,1,1,1,0,1,145454000.0,7999999999.0
8607,0,2,35,55,1,1,0,3,4,6,1,1,1,0,1,161818000.0,8900000000.0
8608,0,2,39,58,1,8,0,0,5,6,1,1,1,1,1,35517000.0,2060000000.0
8609,0,2,39,58,1,5,0,0,4,6,1,1,1,1,1,103448000.0,6000000000.0
8610,0,2,39,59,2,15,0,0,3,6,1,1,1,1,1,96610000.0,5700000000.0
8611,0,2,39,59,1,8,0,0,4,6,1,1,1,1,1,30677000.0,1810000000.0
8612,0,2,38,59,1,3,0,0,6,6,1,1,1,1,1,254237000.0,15000000000.0
8613,0,2,49,60,1,9,0,0,4,6,1,1,1,1,0,123833000.0,7430000000.0
8614,0,2,49,60,1,8,0,0,4,6,1,1,1,1,1,125000000.0,7500000000.0
8615,0,2,38,60,1,6,0,0,4,6,1,1,1,0,1,200000000.0,12000000000.0
8616,0,2,39,60,1,1,0,0,1,6,1,1,1,0,1,120000000.0,7200000000.0
8617,0,2,35,60,1,1,0,0,3,6,1,1,1,1,1,146666000.0,8800000000.0
8618,0,2,35,60,1,1,0,0,5,6,1,1,1,0,1,143333000.0,8600000000.0
8619,0,2,35,61,1,1,0,0,5,6,1,1,1,0,1,159016000.0,9700000000.0
8620,0,2,39,62,2,19,0,0,4,6,1,1,1,1,1,93548000.0,5800000000.0
8621,0,2,38,62,1,2,0,0,4,6,1,1,1,1,1,181758000.0,11269000000.0
8622,0,2,39,63,2,14,0,0,6,6,1,1,1,1,1,111904000.0,7050000000.0
8623,0,2,39,65,1,7,0,0,6,6,1,1,1,1,1,110769000.0,7200000000.0
8624,0,2,39,65,1,6,0,0,6,6,1,0,1,0,0,110000000.0,7150000000.0
8625,0,2,39,65,2,1,0,0,1,6,1,1,1,0,0,143076000.0,9300000000.0
8626,0,2,39,66,2,20,0,0,2,6,1,1,1,1,0,113636000.0,7500000000.0
8627,0,2,39,66,1,8,0,0,6,6,1,0,1,1,0,108333000.0,7150000000.0
8628,0,2,39,66,1,5,0,0,6,6,1,1,1,1,1,107575000.0,7100000000.0
8629,0,2,38,66,1,3,0,0,3,6,1,1,1,0,1,180303000.0,11900000000.0
8630,0,2,42,67,2,2,0,0,6,6,1,1,1,0,1,164179000.0,11000000000.0
8631,0,2,39,68,1,17,0,3,4,6,1,1,1,1,1,71323000.0,4850000000.0
8632,0,2,36,68,1,10,0,0,1,6,1,1,1,0,1,180000000.0,12240000000.0
8633,0,2,39,68,2,5,0,0,6,6,1,1,1,1,1,35735000.0,2430000000.0
8634,0,2,56,68,2,3,0,0,2,6,1,1,1,1,1,175000000.0,11900000000.0
8635,0,2,39,68,1,2,0,0,2,6,1,1,1,1,1,110294000.0,7500000000.0
8636,0,2,45,68,2,1,0,0,6,6,1,1,1,1,1,95882000.0,6520000000.0
8637,0,2,38,69,2,9,0,0,1,6,1,1,1,0,1,137681000.0,9500000000.0
8638,0,2,35,70,2,3,0,0,4,6,1,1,1,1,0,142857000.0,9999999999.0
8639,0,2,35,70,2,2,0,0,5,6,1,1,1,1,1,128571000.0,9000000000.0
8640,0,2,39,70,1,1,0,0,4,6,1,1,1,0,1,110000000.0,7700000000.0
8641,0,2,35,70,1,1,0,0,0,6,1,1,1,0,1,135714000.0,9500000000.0
8642,0,2,39,70,2,1,0,0,4,6,1,1,1,0,1,101428000.0,7100000000.0
8643,0,2,39,70,2,1,0,0,6,6,1,1,1,0,1,110000000.0,7700000000.0
8644,0,2,39,71,2,3,0,0,6,6,1,1,1,0,1,137323000.0,9750000000.0
8645,0,2,39,71,2,1,0,0,4,6,1,1,1,1,1,122535000.0,8700000000.0
8646,0,2,39,71,2,1,0,0,4,6,1,1,1,0,1,123943000.0,8800000000.0
8647,0,2,51,72,2,18,0,0,5,6,1,1,0,1,1,81944000.0,5900000000.0
8648,0,2,38,72,2,8,0,0,2,6,1,1,1,0,0,159722000.0,11500000000.0
8649,0,2,39,72,2,3,0,0,6,6,1,1,1,1,0,123611000.0,8900000000.0
8650,0,2,38,72,1,1,0,0,4,6,1,1,1,1,1,208333000.0,15000000000.0
8651,0,2,39,73,2,3,0,0,5,6,1,1,1,1,0,120547000.0,8800000000.0
8652,0,2,39,74,2,20,0,0,1,6,1,1,0,1,1,74864000.0,5540000000.0
8653,0,2,48,75,1,16,0,0,1,6,1,1,0,1,1,26666000.0,2000000000.0
8654,0,2,39,75,2,15,0,0,2,6,1,1,1,1,1,110666000.0,8300000000.0
8655,0,2,39,75,2,8,0,0,6,6,1,1,1,1,1,120000000.0,9000000000.0
8656,0,2,39,75,2,7,0,0,6,6,1,1,1,1,1,131733000.0,9880000000.0
8657,0,2,39,75,2,7,0,0,6,6,1,1,1,1,1,120000000.0,9000000000.0
8658,0,2,39,75,2,5,0,0,5,6,1,1,1,0,1,126666000.0,9500000000.0
8659,0,2,56,75,1,1,0,0,6,6,1,1,1,0,1,186666000.0,14000000000.0
8660,0,2,39,76,2,19,0,0,2,6,1,1,1,1,1,110526000.0,8400000000.0
8661,0,2,39,76,2,18,0,0,3,6,1,1,1,1,1,123684000.0,9400000000.0
8662,0,2,35,76,2,6,0,0,3,6,1,1,0,1,1,140789000.0,10700000000.0
8663,0,2,39,76,2,3,0,0,6,6,1,1,1,0,1,125263000.0,9520000000.0
8664,0,2,35,76,2,2,0,0,3,6,1,1,1,0,1,139473000.0,10600000000.0
8665,0,2,38,77,2,17,0,0,2,6,1,1,1,0,1,127272000.0,9800000000.0
8666,0,2,39,77,2,14,0,0,3,6,1,1,1,1,1,135064000.0,10400000000.0
8667,0,2,39,77,2,11,0,0,3,6,1,1,1,1,1,105974000.0,8160000000.0
8668,0,2,39,78,2,5,0,0,5,6,1,1,1,0,0,121794000.0,9500000000.0
8669,0,2,35,78,2,4,0,0,6,6,1,1,1,0,1,141025000.0,11000000000.0
8670,0,2,39,78,2,1,0,0,6,6,1,1,1,0,1,126923000.0,9900000000.0
8671,0,2,35,79,2,1,0,3,6,6,1,1,1,0,1,113924000.0,9000000000.0
8672,0,2,39,80,2,13,0,0,3,6,1,1,1,1,1,98750000.0,7900000000.0
8673,0,2,39,80,2,10,0,0,5,6,1,1,1,1,1,118750000.0,9500000000.0
8674,0,2,42,80,1,8,0,0,6,6,1,1,1,1,1,156250000.0,12500000000.0
8675,0,2,39,80,2,2,0,0,3,6,1,1,1,0,1,110000000.0,8800000000.0
8676,0,2,36,80,2,1,0,0,1,6,1,1,1,1,1,197500000.0,15800000000.0
8677,0,2,39,82,2,1,0,0,1,6,1,1,1,0,1,121951000.0,10000000000.0
8678,0,2,38,82,2,1,0,3,2,6,1,1,1,0,1,229512000.0,18820000000.0
8679,0,2,39,83,2,1,0,0,2,6,1,1,1,0,1,120000000.0,9960000000.0
8680,0,2,35,84,2,18,0,0,4,6,1,1,0,0,1,92857000.0,7800000000.0
8681,0,2,39,84,2,6,0,0,5,6,1,1,1,0,1,112500000.0,9450000000.0
8682,0,2,35,84,2,2,0,0,2,6,1,1,1,0,1,125000000.0,10500000000.0
8683,0,2,38,85,2,16,0,0,5,6,1,1,1,0,1,150588000.0,12800000000.0
8684,0,2,38,85,2,7,0,0,5,6,1,1,1,1,0,209411000.0,17800000000.0
8685,0,2,39,85,2,7,0,0,6,6,1,1,0,0,1,98694000.0,8389000000.0
8686,0,2,34,85,2,7,0,0,6,6,1,1,1,1,1,98823000.0,8400000000.0
8687,0,2,35,85,2,2,0,0,4,6,1,1,1,0,1,121176000.0,10300000000.0
8688,0,2,36,85,2,1,0,0,2,6,1,1,1,0,1,220000000.0,18700000000.0
8689,0,2,40,85,2,1,0,0,3,6,1,1,1,1,1,205000000.0,17425000000.0
8690,0,2,39,86,2,7,0,0,5,6,1,1,1,0,1,110000000.0,9460000000.0
8691,0,2,45,86,2,6,0,0,6,6,1,1,1,1,1,102325000.0,8800000000.0
8692,0,2,35,86,2,2,0,0,4,6,1,1,1,1,1,148255000.0,12750000000.0
8693,0,2,38,87,2,13,0,0,0,6,1,1,1,1,1,140229000.0,12200000000.0
8694,0,2,45,87,2,5,0,0,2,6,1,1,1,0,1,105747000.0,9200000000.0
8695,0,2,38,87,2,1,0,0,3,6,1,1,1,1,1,195402000.0,17000000000.0
8696,0,2,50,88,2,10,0,0,3,6,1,1,1,1,0,96590000.0,8500000000.0
8697,0,2,45,88,2,7,0,0,2,6,1,1,1,0,1,103409000.0,9100000000.0
8698,0,2,39,88,2,6,0,0,1,6,1,1,1,1,1,135227000.0,11900000000.0
8699,0,2,45,88,2,5,0,0,6,6,1,1,1,1,1,96590000.0,8500000000.0
8700,0,2,38,90,2,20,0,0,4,6,1,1,1,1,1,158888000.0,14300000000.0
8701,0,2,42,90,2,18,0,0,5,6,1,1,0,1,0,90000000.0,8100000000.0
8702,0,2,38,90,2,14,0,0,4,6,1,1,1,1,1,172222000.0,15500000000.0
8703,0,2,38,90,2,13,0,0,1,6,1,1,1,1,1,135555000.0,12200000000.0
8704,0,2,38,90,2,13,0,0,3,6,1,1,1,0,1,111111000.0,10000000000.0
8705,0,2,39,90,2,6,0,3,4,6,1,1,1,0,1,138888000.0,12500000000.0
8706,0,2,35,90,2,2,0,0,5,6,1,1,1,0,1,138888000.0,12500000000.0
8707,0,2,35,92,2,23,0,0,1,6,1,1,1,0,1,129891000.0,11950000000.0
8708,0,2,35,92,2,18,0,0,5,6,1,1,1,1,1,115000000.0,10580000000.0
8709,0,2,39,92,2,8,0,0,1,6,1,1,1,0,1,125000000.0,11500000000.0
8710,0,2,35,93,2,13,0,0,5,6,1,1,1,0,1,113978000.0,10600000000.0
8711,0,2,39,93,2,1,0,0,4,6,1,1,1,0,1,152688000.0,14200000000.0
8712,0,2,35,94,2,12,0,0,5,6,1,1,1,1,1,113829000.0,10700000000.0
8713,0,2,39,94,2,6,0,0,6,6,1,1,1,0,1,103191000.0,9700000000.0
8714,0,2,38,95,2,21,0,0,3,6,1,1,1,1,1,178947000.0,17000000000.0
8715,0,2,38,95,2,18,0,0,2,6,1,1,1,1,1,157894000.0,15000000000.0
8716,0,2,35,95,2,13,0,0,2,6,1,1,1,0,1,124210000.0,11800000000.0
8717,0,2,39,95,2,9,0,0,6,6,1,1,1,1,1,103157000.0,9800000000.0
8718,0,2,38,95,2,8,0,0,1,6,1,1,0,1,1,136842000.0,13000000000.0
8719,0,2,39,95,2,8,0,0,3,6,1,1,1,0,0,120000000.0,11400000000.0
8720,0,2,39,95,2,7,0,0,4,6,1,1,1,1,1,121052000.0,11500000000.0
8721,0,2,51,95,2,6,0,0,1,6,1,1,1,1,1,57894000.0,5500000000.0
8722,0,2,39,95,2,6,0,0,3,6,1,1,1,1,1,121052000.0,11500000000.0
8723,0,2,35,95,3,5,0,3,4,6,1,1,1,0,1,140000000.0,13300000000.0
8724,0,2,38,95,2,4,0,0,2,6,1,1,1,0,1,152631000.0,14500000000.0
8725,0,2,35,95,2,1,0,0,4,6,1,1,1,0,1,149473000.0,14200000000.0
8726,0,2,51,95,2,1,0,0,4,6,1,1,1,0,1,147368000.0,14000000000.0
8727,0,2,39,95,2,1,0,0,5,6,1,1,1,1,1,160000000.0,15200000000.0
8728,0,2,38,95,2,1,0,0,6,6,1,1,1,0,1,227368000.0,21600000000.0
8729,0,2,44,95,2,1,0,3,8,6,1,1,1,0,1,23684000.0,2250000000.0
8730,0,2,39,96,2,18,0,0,6,6,1,1,1,1,1,129166000.0,12400000000.0
8731,0,2,39,96,2,7,0,0,4,6,1,1,1,1,1,97395000.0,9350000000.0
8732,0,2,39,96,2,1,0,0,3,6,1,1,1,0,1,145833000.0,14000000000.0
8733,0,2,42,98,2,28,0,0,5,6,1,1,1,1,1,107142000.0,10500000000.0
8734,0,2,49,98,2,18,0,0,3,6,1,1,1,0,1,96938000.0,9500000000.0
8735,0,2,49,98,2,18,0,3,4,6,1,1,1,1,0,97959000.0,9600000000.0
8736,0,2,33,98,2,8,0,0,2,6,1,1,1,0,0,110714000.0,10850000000.0
8737,0,2,39,99,2,15,0,0,6,6,1,1,1,1,1,127272000.0,12600000000.0
8738,0,2,38,100,2,19,0,0,3,6,1,1,1,0,1,120000000.0,12000000000.0
8739,0,2,49,100,2,18,0,0,4,6,1,1,1,1,1,97000000.0,9700000000.0
8740,0,2,42,100,2,18,0,0,4,6,1,1,1,0,1,128000000.0,12800000000.0
8741,0,2,38,100,2,18,0,0,4,6,1,1,1,1,1,127000000.0,12700000000.0
8742,0,2,38,100,2,18,0,3,5,6,1,1,1,1,1,120000000.0,12000000000.0
8743,0,2,35,100,2,17,0,0,5,6,1,1,1,1,1,107000000.0,10700000000.0
8744,0,2,39,100,2,17,0,0,0,6,1,1,1,1,1,99000000.0,9900000000.0
8745,0,2,49,100,2,16,0,0,3,6,1,1,1,1,1,99000000.0,9900000000.0
8746,0,2,38,100,2,16,0,0,6,6,1,1,1,1,1,135000000.0,13500000000.0
8747,0,2,39,100,3,16,0,0,6,6,1,1,1,1,1,99000000.0,9900000000.0
8748,0,2,41,100,2,15,0,0,6,6,1,1,1,1,1,128000000.0,12800000000.0
8749,0,2,38,100,2,15,0,0,0,6,1,1,1,1,0,130000000.0,13000000000.0
8750,0,2,39,100,2,14,0,0,6,6,1,1,1,1,1,100000000.0,10000000000.0
8751,0,2,39,100,3,13,0,0,6,6,1,1,1,1,1,100000000.0,10000000000.0
8752,0,2,39,100,2,9,0,0,3,6,1,1,1,1,1,115000000.0,11500000000.0
8753,0,2,36,100,3,9,0,0,6,6,1,1,1,1,1,155000000.0,15500000000.0
8754,0,2,36,100,3,8,0,0,6,6,1,1,1,0,1,150000000.0,15000000000.0
8755,0,2,39,100,2,7,0,0,7,6,1,1,1,0,1,114500000.0,11450000000.0
8756,0,2,35,100,2,5,0,0,2,6,1,1,1,0,1,150000000.0,15000000000.0
8757,0,2,36,100,2,3,0,0,1,6,1,1,1,1,1,257000000.0,25700000000.0
8758,0,2,39,100,2,2,0,0,4,6,1,1,1,0,1,110000000.0,11000000000.0
8759,0,2,39,100,2,1,0,0,4,6,1,1,1,0,1,135000000.0,13500000000.0
8760,0,2,39,101,3,11,0,0,4,6,1,1,1,1,1,133663000.0,13500000000.0
8761,0,2,39,101,2,9,0,0,3,6,1,1,1,0,1,125742000.0,12700000000.0
8762,0,2,39,101,3,8,0,0,4,6,1,1,1,1,1,129207000.0,13050000000.0
8763,0,2,38,101,2,1,0,0,2,6,1,1,1,1,1,285148000.0,28800000000.0
8764,0,2,35,101,2,1,0,0,3,6,1,1,1,0,1,158415000.0,16000000000.0
8765,0,2,39,102,2,18,0,0,4,6,1,1,1,0,1,100000000.0,10200000000.0
8766,0,2,38,102,2,15,0,0,5,6,1,1,1,0,1,127450000.0,13000000000.0
8767,0,2,39,102,2,7,0,0,2,6,1,1,1,1,1,137254000.0,14000000000.0
8768,0,2,38,102,2,1,0,0,5,6,1,1,1,0,1,175000000.0,17850000000.0
8769,0,2,39,103,2,1,0,0,4,6,1,1,1,0,1,116504000.0,12000000000.0
8770,0,2,56,103,2,1,0,0,5,6,1,1,1,0,1,181067000.0,18650000000.0
8771,0,2,39,104,2,8,0,0,5,6,1,1,1,1,1,105769000.0,11000000000.0
8772,0,2,38,105,2,20,0,0,3,6,1,1,1,1,1,138095000.0,14500000000.0
8773,0,2,38,105,2,15,0,0,2,6,1,1,1,0,1,129523000.0,13600000000.0
8774,0,2,38,105,2,15,0,0,2,6,1,1,1,1,1,130476000.0,13700000000.0
8775,0,2,39,105,2,8,0,0,3,6,1,1,1,1,1,123809000.0,13000000000.0
8776,0,2,38,105,2,3,0,0,0,6,1,1,1,1,0,123809000.0,13000000000.0
8777,0,2,33,105,2,1,0,0,4,6,1,1,1,0,1,155000000.0,16275000000.0
8778,0,2,56,105,2,1,0,0,5,6,1,1,1,1,1,171428000.0,18000000000.0
8779,0,2,38,105,2,1,0,0,5,6,1,1,1,0,1,180000000.0,18900000000.0
8780,0,2,39,105,2,1,0,0,6,6,1,1,1,0,1,128571000.0,13500000000.0
8781,0,2,47,105,2,1,0,0,6,6,1,1,1,0,0,146666000.0,15400000000.0
8782,0,2,47,105,2,1,0,0,6,6,1,1,1,0,0,147142000.0,15450000000.0
8783,0,2,38,106,2,19,0,0,5,6,1,1,1,1,1,184905000.0,19600000000.0
8784,0,2,38,106,3,18,0,0,6,6,1,1,1,1,1,120754000.0,12800000000.0
8785,0,2,38,106,2,12,0,0,5,6,1,1,1,0,1,120000000.0,12720000000.0
8786,0,2,45,106,2,1,0,0,4,6,1,1,1,1,1,144339000.0,15300000000.0
8787,0,2,45,107,2,19,0,0,5,6,1,1,0,0,1,70093000.0,7500000000.0
8788,0,2,39,107,2,5,0,0,5,6,1,1,1,1,1,127102000.0,13600000000.0
8789,0,2,39,107,2,4,0,0,6,6,1,1,1,1,1,127102000.0,13600000000.0
8790,0,2,33,107,2,1,0,0,4,6,1,1,1,0,1,128037000.0,13700000000.0
8791,0,2,36,108,2,20,0,0,5,6,1,1,1,1,1,103240000.0,11150000000.0
8792,0,2,48,108,2,4,0,0,2,6,1,1,1,0,0,125000000.0,13500000000.0
8793,0,2,38,108,2,3,0,0,2,6,1,1,1,0,1,259259000.0,28000000000.0
8794,0,2,38,108,2,1,0,0,3,6,1,1,1,0,1,203703000.0,22000000000.0
8795,0,2,38,108,2,1,0,0,4,6,1,1,1,1,1,254629000.0,27500000000.0
8796,0,2,38,108,2,1,0,0,4,6,1,1,1,0,1,230555000.0,24900000000.0
8797,0,2,38,109,3,15,0,0,5,6,1,1,1,1,1,118348000.0,12900000000.0
8798,0,2,33,109,2,5,0,0,2,6,1,1,1,1,1,111009000.0,12100000000.0
8799,0,2,38,109,2,2,0,0,2,6,1,1,1,1,1,178899000.0,19500000000.0
8800,0,2,38,110,2,18,0,0,5,6,1,1,1,1,1,174545000.0,19200000000.0
8801,0,2,38,110,2,16,0,0,2,6,1,1,1,0,1,159090000.0,17500000000.0
8802,0,2,38,110,2,7,0,0,2,6,1,1,1,1,0,152272000.0,16750000000.0
8803,0,2,39,110,3,7,0,0,5,6,1,1,1,0,1,136363000.0,15000000000.0
8804,0,2,38,110,3,6,0,0,4,6,1,1,1,1,1,152727000.0,16800000000.0
8805,0,2,49,110,2,3,0,0,3,6,1,1,1,1,1,112727000.0,12400000000.0
8806,0,2,33,110,2,3,0,0,5,6,1,1,1,0,1,127272000.0,14000000000.0
8807,0,2,49,110,2,3,0,3,3,6,1,1,1,0,1,111818000.0,12300000000.0
8808,0,2,39,110,2,2,0,0,1,6,1,1,1,1,1,100000000.0,11000000000.0
8809,0,2,45,110,2,2,0,0,3,6,1,1,1,1,1,113636000.0,12500000000.0
8810,0,2,49,110,2,2,0,3,3,6,1,1,1,0,1,110909000.0,12200000000.0
8811,0,2,36,110,2,1,0,0,2,6,1,1,1,0,1,230000000.0,25300000000.0
8812,0,2,38,110,2,1,0,0,4,6,1,1,1,0,1,250000000.0,27500000000.0
8813,0,2,38,110,2,1,0,0,4,6,1,1,1,0,1,209090000.0,23000000000.0
8814,0,2,38,110,2,1,0,0,4,6,1,1,1,0,1,78181000.0,8600000000.0
8815,0,2,36,110,2,1,0,0,5,6,1,1,1,1,1,209090000.0,23000000000.0
8816,0,2,39,110,2,1,0,3,3,6,1,1,1,0,1,136363000.0,15000000000.0
8817,0,2,38,111,2,18,0,0,3,6,1,1,1,1,1,117117000.0,13000000000.0
8818,0,2,36,111,2,1,0,0,4,6,1,1,1,0,1,162162000.0,18000000000.0
8819,0,2,35,112,2,11,0,0,2,6,1,1,1,1,0,120535000.0,13500000000.0
8820,0,2,56,112,2,6,0,0,1,6,1,1,1,1,1,116071000.0,13000000000.0
8821,0,2,38,112,2,4,0,0,1,6,1,1,1,1,1,116071000.0,13000000000.0
8822,0,2,49,112,2,3,0,0,3,6,1,1,1,0,1,109821000.0,12300000000.0
8823,0,2,36,112,2,2,0,0,5,6,1,1,1,1,1,209821000.0,23500000000.0
8824,0,2,36,112,2,1,0,0,5,6,1,1,1,0,1,187500000.0,21000000000.0
8825,0,2,42,113,2,29,0,0,2,6,1,1,1,1,0,106194000.0,12000000000.0
8826,0,2,36,113,3,21,0,0,5,6,1,1,1,0,1,107964000.0,12200000000.0
8827,0,2,38,113,3,17,0,0,4,6,1,1,1,1,1,149557000.0,16900000000.0
8828,0,2,36,113,2,3,0,0,5,6,1,1,1,1,1,203539000.0,23000000000.0
8829,0,2,36,113,2,1,0,0,5,6,1,1,1,1,1,203539000.0,23000000000.0
8830,0,2,37,114,3,32,0,0,4,6,1,1,1,1,1,69298000.0,7900000000.0
8831,0,2,39,114,2,13,0,0,4,6,1,1,1,0,0,109649000.0,12500000000.0
8832,0,2,48,114,2,11,0,0,2,6,1,1,1,1,1,118421000.0,13500000000.0
8833,0,2,37,115,3,33,0,0,4,6,1,1,1,1,1,69565000.0,8000000000.0
8834,0,2,37,115,3,32,0,0,4,6,1,1,1,1,1,69565000.0,8000000000.0
8835,0,2,45,115,3,26,0,0,4,6,1,1,1,1,1,72000000.0,8280000000.0
8836,0,2,50,115,3,18,0,0,2,6,1,1,0,0,1,126086000.0,14500000000.0
8837,0,2,39,115,2,10,0,0,5,6,1,1,1,1,1,109565000.0,12600000000.0
8838,0,2,36,115,2,7,0,0,2,6,1,1,1,1,1,217391000.0,25000000000.0
8839,0,2,36,115,2,6,0,0,2,6,1,1,1,1,1,230434000.0,26500000000.0
8840,0,2,36,115,2,5,0,0,6,6,1,1,1,0,1,239130000.0,27500000000.0
8841,0,2,39,115,2,3,0,0,4,6,1,1,1,0,1,143295000.0,16479000000.0
8842,0,2,36,115,2,3,0,0,4,6,1,1,1,0,1,200000000.0,23000000000.0
8843,0,2,38,115,3,3,0,0,5,6,1,1,1,0,1,134782000.0,15500000000.0
8844,0,2,36,115,2,2,0,0,5,6,1,1,1,0,1,204347000.0,23500000000.0
8845,0,2,38,115,2,2,0,0,6,6,1,1,1,0,1,172695000.0,19860000000.0
8846,0,2,39,115,3,2,0,0,1,6,1,1,1,0,0,125217000.0,14400000000.0
8847,0,2,39,115,2,2,0,3,4,6,1,1,1,0,1,140000000.0,16100000000.0
8848,0,2,39,115,2,1,0,0,4,6,1,1,1,1,1,140000000.0,16100000000.0
8849,0,2,36,115,2,1,0,0,6,6,1,1,1,0,1,198000000.0,22770000000.0
8850,0,2,39,115,2,1,0,3,4,6,1,1,1,0,1,140000000.0,16100000000.0
8851,0,2,39,116,2,2,0,0,4,6,1,1,1,0,1,138793000.0,16100000000.0
8852,0,2,39,116,2,2,0,0,4,6,1,1,1,0,1,139655000.0,16200000000.0
8853,0,2,33,117,3,9,0,0,1,6,1,1,1,1,1,98290000.0,11500000000.0
8854,0,2,45,117,2,2,0,0,3,6,1,1,1,0,1,117948000.0,13800000000.0
8855,0,2,38,117,2,1,0,0,1,6,1,1,1,0,1,180000000.0,21060000000.0
8856,0,2,38,117,2,1,0,0,1,6,1,1,1,1,1,166666000.0,19500000000.0
8857,0,2,38,117,2,1,0,0,2,6,1,1,1,1,1,179487000.0,21000000000.0
8858,0,2,38,117,2,1,0,0,2,6,1,1,1,1,1,190598000.0,22300000000.0
8859,0,2,38,117,2,1,0,0,2,6,1,1,1,0,1,170940000.0,20000000000.0
8860,0,2,39,117,2,1,0,0,3,6,1,1,1,1,1,150000000.0,17550000000.0
8861,0,2,38,117,2,1,0,3,2,6,1,1,1,0,1,168376000.0,19700000000.0
8862,0,2,38,118,3,4,0,0,4,6,1,0,1,0,1,171186000.0,20200000000.0
8863,0,2,38,118,2,1,0,0,3,6,1,1,1,0,1,182203000.0,21500000000.0
8864,0,2,37,120,3,23,0,0,4,6,1,1,1,1,1,68333000.0,8200000000.0
8865,0,2,38,120,2,15,0,0,3,6,1,1,1,0,1,155833000.0,18700000000.0
8866,0,2,38,120,3,14,0,0,5,6,1,1,1,1,1,188250000.0,22590000000.0
8867,0,2,36,120,2,9,0,0,6,6,1,1,1,0,1,140833000.0,16900000000.0
8868,0,2,35,120,3,9,0,0,2,6,1,1,1,1,1,137500000.0,16500000000.0
8869,0,2,36,120,2,8,0,0,3,6,1,1,1,0,1,208333000.0,25000000000.0
8870,0,2,36,120,2,8,0,0,6,6,1,1,1,1,1,140000000.0,16800000000.0
8871,0,2,55,120,2,7,0,0,3,6,1,1,1,0,1,175000000.0,21000000000.0
8872,0,2,36,120,2,7,0,0,3,6,1,1,1,0,1,175000000.0,21000000000.0
8873,0,2,38,120,2,7,0,0,6,6,1,1,1,0,0,262500000.0,31500000000.0
8874,0,2,36,120,2,6,0,0,3,6,1,1,1,1,1,175000000.0,21000000000.0
8875,0,2,39,120,2,3,0,0,6,6,1,1,1,0,1,142500000.0,17100000000.0
8876,0,2,39,120,3,3,0,0,3,6,1,1,1,1,1,141575000.0,16989000000.0
8877,0,2,38,120,3,3,0,0,4,6,1,1,1,0,1,170000000.0,20400000000.0
8878,0,2,39,120,3,3,0,0,6,6,1,1,1,1,1,140833000.0,16900000000.0
8879,0,2,36,120,2,2,0,0,2,6,1,1,1,1,1,195833000.0,23500000000.0
8880,0,2,39,120,2,2,0,0,5,6,1,1,1,0,1,104166000.0,12500000000.0
8881,0,2,49,120,3,2,0,0,4,6,1,1,1,0,1,125000000.0,15000000000.0
8882,0,2,38,120,2,1,0,0,1,6,1,1,1,0,1,177000000.0,21240000000.0
8883,0,2,39,120,2,1,0,0,2,6,1,1,1,1,1,104166000.0,12500000000.0
8884,0,2,38,120,2,1,0,0,2,6,1,1,1,0,1,175000000.0,21000000000.0
8885,0,2,35,120,2,1,0,0,4,6,1,1,1,0,1,127500000.0,15300000000.0
8886,0,2,39,120,3,1,0,0,6,6,1,1,1,0,1,141666000.0,17000000000.0
8887,0,2,38,121,2,18,0,0,2,6,1,1,1,1,1,147933000.0,17900000000.0
8888,0,2,38,121,2,15,0,0,1,6,1,1,1,1,1,123966000.0,15000000000.0
8889,0,2,36,121,2,1,0,0,1,6,1,1,1,1,1,198347000.0,24000000000.0
8890,0,2,36,122,2,12,0,0,4,6,1,1,1,1,1,139344000.0,17000000000.0
8891,0,2,38,122,2,7,0,0,2,6,1,1,1,0,1,262295000.0,32000000000.0
8892,0,2,39,122,3,7,0,0,1,6,1,1,1,0,1,118852000.0,14500000000.0
8893,0,2,38,122,2,4,0,0,3,6,1,1,1,0,1,163934000.0,20000000000.0
8894,0,2,38,122,3,1,0,0,6,6,1,0,1,0,1,174590000.0,21300000000.0
