MsSubClass,Neighborhood,Zone,Area,Room,BuiltAge,YearBuilt,Sale-Rent,Document,Floor,AllFloors,Elevator,Warehouse,Parking,Reconstruction,Balconcy,PricePerMeter,TotalPrice,URL
0,7,1,128,3,5,1398,0,0,5,9,1,1,1,1,1,132812000,17000000000,https://api.divar.ir/v8/posts-v2/web/gZCkKGtp
0,7,1,750,3,9,1394,0,NAN,5,NAN,1,0,1,NAN,NAN,666666000,5E+11,https://api.divar.ir/v8/posts-v2/web/QZ-WAM7N
0,7,1,185,3,11,1392,0,0,2,5,1,1,1,NAN,1,202702000,37500000000,https://api.divar.ir/v8/posts-v2/web/QZBmm2wx
0,9,1,128,2,15,1388,0,0,5,5,1,1,1,1,1,148437000,19000000000,https://api.divar.ir/v8/posts-v2/web/gZCI8HfW
0,9,1,160,3,1,1402,0,0,3,5,1,1,1,NAN,1,69444000,11111111111,https://api.divar.ir/v8/posts-v2/web/QZqLsJM7
0,9,1,80,1,13,1390,0,NAN,1,NAN,1,1,1,NAN,NAN,146250000,11700000000,https://api.divar.ir/v8/posts-v2/web/QZyXMpvr
0,9,1,185,3,17,1386,0,0,4,5,1,1,1,NAN,1,178378000,33000000000,https://api.divar.ir/v8/posts-v2/web/QZ7niGWL
0,9,1,80,1,15,1388,0,NAN,2,NAN,1,1,1,NAN,NAN,156250000,12500000000,https://api.divar.ir/v8/posts-v2/web/gZBIJQoo
0,16,1,128,3,6,1397,0,NAN,5,9,1,1,1,NAN,1,132812000,17000000000,https://api.divar.ir/v8/posts-v2/web/gZCsMnxF
0,41,1,75,1,5,1398,0,NAN,,NAN,1,1,1,NAN,NAN,98666000,7400000000,https://api.divar.ir/v8/posts-v2/web/QZyneBTV
0,41,1,80,2,6,1397,0,0,2,4,1,1,1,1,0,115000000,9200000000,https://api.divar.ir/v8/posts-v2/web/QZw7xP0a
0,42,1,80,2,8,1395,0,2,1,5,1,0,0,NAN,0,78125000,6250000000,https://api.divar.ir/v8/posts-v2/web/gZCIq997
0,43,1,220,4,11,1392,0,0,3,5,1,1,1,NAN,1,159090000,35000000000,https://api.divar.ir/v8/posts-v2/web/QZcDMNWb
0,43,1,137,3,1,1402,0,0,1,5,1,1,1,NAN,1,193430000,26500000000,https://api.divar.ir/v8/posts-v2/web/QZLhGGio
0,43,1,100,2,4,1399,0,0,3,4,1,1,1,NAN,1,176000000,17600000000,https://api.divar.ir/v8/posts-v2/web/gZBkYoCl
0,43,1,115,3,9,1394,0,0,4,5,1,1,1,NAN,NAN,145217000,16700000000,https://api.divar.ir/v8/posts-v2/web/QZv7AR1w
0,51,1,160,3,17,1386,0,0,2,4,1,1,1,NAN,1,69444000,11111111111,https://api.divar.ir/v8/posts-v2/web/gZCEnPts
0,51,1,132,3,11,1392,0,0,2,6,1,1,1,1,1,126515000,16700000000,https://api.divar.ir/v8/posts-v2/web/QZdTrwzM
0,51,1,86,2,2,1401,0,NAN,2,NAN,1,1,1,NAN,NAN,197674000,17000000000,https://api.divar.ir/v8/posts-v2/web/QZzHA2k1
0,51,1,75,1,7,1396,0,0,1,5,1,0,1,NAN,NAN,160000000,12000000000,https://api.divar.ir/v8/posts-v2/web/gZBM2mbE
0,61,1,155,3,6,1397,0,0,1,6,1,1,1,1,1,264516000,41000000000,https://api.divar.ir/v8/posts-v2/web/gZC4Lh45
0,61,1,202,3,21,1382,0,NAN,2,NAN,1,1,1,NAN,NAN,178217000,36000000000,https://api.divar.ir/v8/posts-v2/web/QZvmN0X4
0,61,1,157,3,18,1385,0,NAN,3,NAN,1,1,1,NAN,NAN,203821000,32000000000,https://api.divar.ir/v8/posts-v2/web/QZk_Sy4h
0,61,1,130,2,8,1395,0,0,2,6,1,1,1,1,1,276923000,36000000000,https://api.divar.ir/v8/posts-v2/web/QZbVXFet
0,61,1,165,3,23,1380,0,NAN,2,NAN,1,1,1,0,NAN,181818000,30000000000,https://api.divar.ir/v8/posts-v2/web/QZRA1kyC
0,61,1,220,3,1,1402,0,NAN,8,NAN,1,1,1,NAN,NAN,409090000,90000000000,https://api.divar.ir/v8/posts-v2/web/QZgvCfRb
0,61,1,200,3,15,1388,0,NAN,1,NAN,1,1,1,NAN,NAN,155000000,31000000000,https://api.divar.ir/v8/posts-v2/web/gZCAnqr6
0,61,1,110,2,13,1390,0,NAN,4,NAN,1,1,1,NAN,NAN,204545000,22500000000,https://api.divar.ir/v8/posts-v2/web/QZwrC99I
0,61,1,305,4,19,1384,0,NAN,5,NAN,1,1,1,NAN,NAN,196721000,59999999999,https://api.divar.ir/v8/posts-v2/web/QZovgKZU
0,61,1,180,3,17,1386,0,0,3,5,1,1,1,1,1,155555000,28000000000,https://api.divar.ir/v8/posts-v2/web/gZCM2tL-
0,61,1,350,3,13,1390,0,0,5,5,1,1,1,NAN,1,200000000,70000000000,https://api.divar.ir/v8/posts-v2/web/QZ_bfmcZ
0,61,1,197,3,23,1380,0,NAN,6,NAN,1,1,1,NAN,NAN,159898000,31500000000,https://api.divar.ir/v8/posts-v2/web/gZBcI0fU
0,61,1,147,3,20,1383,0,0,1,4,1,1,1,1,1,170068000,25000000000,https://api.divar.ir/v8/posts-v2/web/QZkXDesJ
0,61,1,200,3,17,1386,0,NAN,6,NAN,1,1,1,NAN,NAN,175000000,35000000000,https://api.divar.ir/v8/posts-v2/web/gZBU1Opo
0,61,1,150,3,1,1402,0,0,7,18,1,1,1,NAN,1,18500000,2775000000,https://api.divar.ir/v8/posts-v2/web/QZmjBdRd
0,72,1,270,3,1,1402,0,0,4,10,1,1,1,NAN,1,351851000,95000000000,https://api.divar.ir/v8/posts-v2/web/QZcP2uPY
0,72,1,245,3,8,1395,0,0,4,6,1,1,1,NAN,1,179591000,44000000000,https://api.divar.ir/v8/posts-v2/web/QZMRYpi8
0,72,1,172,3,16,1387,0,0,3,5,1,1,1,NAN,1,188953000,32500000000,https://api.divar.ir/v8/posts-v2/web/QZunNQzt
0,72,1,170,3,14,1389,0,NAN,7,NAN,1,1,1,NAN,NAN,167647000,28500000000,https://api.divar.ir/v8/posts-v2/web/QZXX10hi
0,72,1,210,3,13,1390,0,NAN,2,NAN,1,1,1,NAN,NAN,209523000,44000000000,https://api.divar.ir/v8/posts-v2/web/QZkrTsZI
0,72,1,305,4,8,1395,0,0,4,5,1,1,1,NAN,1,236065000,72000000000,https://api.divar.ir/v8/posts-v2/web/QZi3M3O3
0,72,1,210,3,2,1401,0,NAN,6,NAN,1,1,1,NAN,NAN,180000000,37800000000,https://api.divar.ir/v8/posts-v2/web/QZy_cZNR
0,72,1,100,2,5,1398,0,NAN,5,NAN,1,1,1,NAN,NAN,228000000,22800000000,https://api.divar.ir/v8/posts-v2/web/gZAEpHzc
0,72,1,105,2,16,1387,0,0,2,5,1,1,1,NAN,1,149904000,15740000000,https://api.divar.ir/v8/posts-v2/web/QZtfUnXx
0,72,1,119,3,17,1386,0,0,5,5,1,1,1,NAN,1,159663000,19000000000,https://api.divar.ir/v8/posts-v2/web/gZCUUEJb
0,72,1,200,3,1,1402,0,NAN,6,NAN,1,1,1,NAN,NAN,46000000,9200000000,https://api.divar.ir/v8/posts-v2/web/gZBMM7AA
0,72,1,163,3,3,1400,0,NAN,4,NAN,1,1,1,NAN,NAN,168711000,27500000000,https://api.divar.ir/v8/posts-v2/web/QZ1DoM8n
0,72,1,160,3,13,1390,0,NAN,3,NAN,1,1,1,NAN,NAN,193750000,31000000000,https://api.divar.ir/v8/posts-v2/web/gZB4JaoB
0,72,1,230,3,5,1398,0,NAN,4,NAN,1,1,1,NAN,NAN,249565000,57400000000,https://api.divar.ir/v8/posts-v2/web/gZBcpIDL
0,72,1,148,3,5,1398,0,NAN,4,NAN,1,1,1,NAN,NAN,197972000,29300000000,https://api.divar.ir/v8/posts-v2/web/gZB4I9zu
0,72,1,165,2,19,1384,0,NAN,1,NAN,1,1,1,NAN,NAN,175757000,29000000000,https://api.divar.ir/v8/posts-v2/web/gZBIn1h7
0,72,1,150,3,1,1402,0,NAN,2,NAN,1,1,1,NAN,NAN,200000000,30000000000,https://api.divar.ir/v8/posts-v2/web/QZ62ryZ4
0,72,1,160,3,19,1384,0,1,3,4,0,1,1,NAN,1,110000000,17600000000,https://api.divar.ir/v8/posts-v2/web/QZmbe24N
0,72,1,155,3,14,1389,0,0,3,5,1,1,1,NAN,NAN,174193000,27000000000,https://api.divar.ir/v8/posts-v2/web/QZC3TBsX
0,72,1,170,3,5,1398,0,0,2,5,1,1,1,NAN,1,211764000,36000000000,https://api.divar.ir/v8/posts-v2/web/QZsbIMik
0,72,1,268,3,2,1401,0,0,3,5,1,1,1,NAN,1,242537000,65000000000,https://api.divar.ir/v8/posts-v2/web/QZoPRUXo
0,72,1,160,3,14,1389,0,0,2,5,1,1,1,NAN,1,117187000,18750000000,https://api.divar.ir/v8/posts-v2/web/QZonZzzA
0,72,1,220,3,3,1400,0,NAN,6,NAN,1,1,1,NAN,NAN,295454000,65000000000,https://api.divar.ir/v8/posts-v2/web/QZcDltGv
0,85,1,97,2,23,1380,0,0,3,5,1,1,1,0,1,123711000,12000000000,https://api.divar.ir/v8/posts-v2/web/gZBo6IhJ
0,85,1,130,3,18,1385,0,0,2,NAN,1,1,1,NAN,NAN,128461000,16700000000,https://api.divar.ir/v8/posts-v2/web/QZ6oHYw5
0,95,1,152,3,33,1370,0,0,,3,0,0,0,1,1,115131000,17500000000,https://api.divar.ir/v8/posts-v2/web/QZ7ykAV0
0,102,1,167,3,9,1394,0,NAN,5,NAN,1,1,1,NAN,NAN,152694000,25500000000,https://api.divar.ir/v8/posts-v2/web/QZgXmp4X
0,102,1,186,3,23,1380,0,NAN,1,NAN,1,1,1,NAN,NAN,120967000,22500000000,https://api.divar.ir/v8/posts-v2/web/QZ_fY88x
0,102,1,124,3,18,1385,0,0,4,5,1,1,1,1,1,124370000,15422000000,https://api.divar.ir/v8/posts-v2/web/QZc_XMNp
0,102,1,145,3,28,1375,0,0,3,3,1,1,1,1,1,110344000,16000000000,https://api.divar.ir/v8/posts-v2/web/QZTbiZnq
0,102,1,75,2,1,1402,0,1,1,4,1,1,1,0,1,26666000,2000000000,https://api.divar.ir/v8/posts-v2/web/gZB87q5R
0,102,1,1075,4,1,1402,0,NAN,3,NAN,1,1,1,NAN,NAN,241860000,2.6E+11,https://api.divar.ir/v8/posts-v2/web/QZo3RiO8
0,102,1,211,3,1,1402,0,0,2,4,1,1,1,NAN,1,225118000,47500000000,https://api.divar.ir/v8/posts-v2/web/QZgX0dgR
0,103,1,145,2,13,1390,0,0,3,5,1,1,1,1,1,206896000,30000000000,https://api.divar.ir/v8/posts-v2/web/QZM_ZqMj
0,103,1,420,4,3,1400,0,0,7,11,1,1,1,NAN,1,211904000,89000000000,https://api.divar.ir/v8/posts-v2/web/QZNGDVbK
0,103,1,270,4,12,1391,0,NAN,1,NAN,1,1,1,NAN,NAN,181481000,49000000000,https://api.divar.ir/v8/posts-v2/web/gZBcGJHw
0,103,1,250,3,5,1398,0,0,2,6,1,1,1,NAN,1,260000000,65000000000,https://api.divar.ir/v8/posts-v2/web/QZtrcsYh
0,117,1,110,2,9,1394,0,0,4,NAN,1,1,1,NAN,1,100000000,11000000000,https://api.divar.ir/v8/posts-v2/web/QZZfs3Wr
0,119,1,230,4,18,1385,0,NAN,2,NAN,1,1,1,NAN,NAN,160000000,36800000000,https://api.divar.ir/v8/posts-v2/web/QZ_D_Yic
0,119,1,165,3,3,1400,0,0,3,7,1,1,1,NAN,1,333333000,55000000000,https://api.divar.ir/v8/posts-v2/web/QZlLMpj1
0,138,1,232,4,1,1402,0,0,2,5,1,1,1,NAN,1,187500000,43500000000,https://api.divar.ir/v8/posts-v2/web/QZ_PtRgO
0,138,1,135,3,18,1385,0,NAN,2,NAN,1,1,1,NAN,NAN,166666000,22500000000,https://api.divar.ir/v8/posts-v2/web/gZBknU43
0,138,1,233,3,12,1391,0,NAN,9,NAN,1,1,1,NAN,NAN,248927000,58000000000,https://api.divar.ir/v8/posts-v2/web/QZgfaHdM
0,138,1,125,3,8,1395,0,NAN,10,NAN,1,1,1,NAN,NAN,200000000,25000000000,https://api.divar.ir/v8/posts-v2/web/gZCQKgSN
0,138,1,160,2,17,1386,0,0,2,4,1,1,1,0,1,150000000,24000000000,https://api.divar.ir/v8/posts-v2/web/gZC4Zh57
0,138,1,150,3,13,1390,0,NAN,3,NAN,1,1,1,NAN,NAN,153333000,23000000000,https://api.divar.ir/v8/posts-v2/web/gZCQIZ3R
0,138,1,92,2,7,1396,0,0,2,4,1,1,1,NAN,1,152173000,14000000000,https://api.divar.ir/v8/posts-v2/web/QZa7_bWw
0,138,1,400,4,1,1402,0,0,5,9,1,1,1,NAN,1,350000000,1.4E+11,https://api.divar.ir/v8/posts-v2/web/QZwLitYG
0,138,1,230,3,1,1402,0,NAN,3,NAN,1,1,1,0,1,321739000,74000000000,https://api.divar.ir/v8/posts-v2/web/gZBk6GTe
0,138,1,55,1,9,1394,0,0,2,4,1,1,0,1,1,150909000,8300000000,https://api.divar.ir/v8/posts-v2/web/gZBsnRQS
0,138,1,80,1,15,1388,0,NAN,1,NAN,1,1,1,NAN,NAN,156250000,12500000000,https://api.divar.ir/v8/posts-v2/web/gZBQnT4-
0,138,1,160,3,16,1387,0,0,3,6,1,1,1,NAN,1,193750000,31000000000,https://api.divar.ir/v8/posts-v2/web/gZBkHO_-
0,138,1,200,3,18,1385,0,NAN,3,NAN,1,1,1,NAN,NAN,225000000,45000000000,https://api.divar.ir/v8/posts-v2/web/QZ17mE_y
0,138,1,72,1,6,1397,0,NAN,2,NAN,1,1,1,0,NAN,229166000,16500000000,https://api.divar.ir/v8/posts-v2/web/gZBsGT28
0,138,1,140,3,1,1402,0,NAN,4,NAN,1,1,1,NAN,NAN,314285000,44000000000,https://api.divar.ir/v8/posts-v2/web/gZBM2Ogb
0,138,1,180,3,2,1401,0,NAN,5,NAN,1,1,1,NAN,NAN,272222000,49000000000,https://api.divar.ir/v8/posts-v2/web/gZBkEtlt
0,147,1,155,3,8,1395,0,0,2,9,1,1,1,NAN,1,161290000,25000000000,https://api.divar.ir/v8/posts-v2/web/QZcXNEpi
0,147,1,127,3,23,1380,0,NAN,3,NAN,0,1,1,NAN,NAN,114173000,14500000000,https://api.divar.ir/v8/posts-v2/web/gZC4ZbM8
0,147,1,125,3,1,1402,0,NAN,2,NAN,1,1,1,NAN,NAN,112000000,14000000000,https://api.divar.ir/v8/posts-v2/web/QZcfT75h
0,147,1,105,2,1,1402,0,0,2,7,1,1,1,NAN,1,185714000,19500000000,https://api.divar.ir/v8/posts-v2/web/QZkx27Sz
0,147,1,103,2,11,1392,0,0,1,5,1,1,1,NAN,1,128155000,13200000000,https://api.divar.ir/v8/posts-v2/web/QZLaOHCK
0,147,1,129,3,4,1399,0,0,4,11,1,1,1,NAN,1,169767000,21900000000,https://api.divar.ir/v8/posts-v2/web/QZtZnTri
0,147,1,85,2,1,1402,0,0,3,7,1,1,1,NAN,1,190588000,16200000000,https://api.divar.ir/v8/posts-v2/web/QZlx43FH
0,147,1,115,2,5,1398,0,0,2,11,1,1,1,NAN,1,160000000,18400000000,https://api.divar.ir/v8/posts-v2/web/QZnrRZf6
0,147,1,140,3,5,1398,0,0,3,4,1,1,1,NAN,1,150000000,21000000000,https://api.divar.ir/v8/posts-v2/web/gZBonHqq
0,147,1,66,1,15,1388,0,0,2,5,1,1,1,1,1,133333000,8800000000,https://api.divar.ir/v8/posts-v2/web/QZ1Tvc7M
0,147,1,155,3,13,1390,0,0,10,10,1,1,1,1,1,154838000,24000000000,https://api.divar.ir/v8/posts-v2/web/QZdj5Urg
0,147,1,85,2,6,1397,0,0,2,5,1,1,0,NAN,1,105882000,9000000000,https://api.divar.ir/v8/posts-v2/web/QZ0zK0X3
0,153,1,230,3,1,1402,0,0,4,2,1,1,1,NAN,1,217391000,50000000000,https://api.divar.ir/v8/posts-v2/web/gZCY8fSs
0,153,1,152,3,11,1392,0,0,1,5,1,1,1,1,1,187500000,28500000000,https://api.divar.ir/v8/posts-v2/web/gZCIcw-P
0,153,1,210,3,4,1399,0,0,3,6,1,1,1,NAN,1,171428000,36000000000,https://api.divar.ir/v8/posts-v2/web/QZoVlaMX
0,153,1,150,3,1,1402,0,NAN,3,NAN,1,1,1,NAN,NAN,165333000,24800000000,https://api.divar.ir/v8/posts-v2/web/QZXC7Jeh
0,153,1,220,3,15,1388,0,NAN,2,NAN,1,1,1,NAN,NAN,140909000,31000000000,https://api.divar.ir/v8/posts-v2/web/QZ9r27Vl
0,153,1,102,2,12,1391,0,NAN,6,NAN,1,1,1,NAN,NAN,147058000,15000000000,https://api.divar.ir/v8/posts-v2/web/QZuXshcl
0,153,1,153,3,1,1402,0,0,1,5,1,1,1,1,1,222222000,34000000000,https://api.divar.ir/v8/posts-v2/web/gZC8a8cG
0,153,1,77,1,9,1394,0,NAN,4,NAN,1,1,1,NAN,NAN,162337000,12500000000,https://api.divar.ir/v8/posts-v2/web/gZCcKEDh
0,153,1,110,3,6,1397,0,NAN,4,NAN,1,1,1,NAN,NAN,177272000,19500000000,https://api.divar.ir/v8/posts-v2/web/QZfrErxh
0,153,1,235,3,1,1402,0,0,5,7,1,1,1,NAN,1,300000000,70500000000,https://api.divar.ir/v8/posts-v2/web/QZjmOmwr
0,153,1,155,3,8,1395,0,NAN,1,NAN,1,1,1,NAN,1,166451000,25800000000,https://api.divar.ir/v8/posts-v2/web/QZyjugtq
0,153,1,190,3,15,1388,0,NAN,4,NAN,1,1,1,NAN,NAN,126315000,24000000000,https://api.divar.ir/v8/posts-v2/web/QZknCF9A
0,153,1,135,3,4,1399,0,0,3,5,1,1,1,1,1,162962000,22000000000,https://api.divar.ir/v8/posts-v2/web/QZv-NT1G
0,153,1,129,2,6,1397,0,0,4,5,1,1,1,NAN,1,162790000,21000000000,https://api.divar.ir/v8/posts-v2/web/QZmr_EiN
0,153,1,202,3,19,1384,0,0,5,5,1,1,1,1,1,148514000,30000000000,https://api.divar.ir/v8/posts-v2/web/QZK_h2kE
0,153,1,100,2,1,1402,0,0,11,11,1,1,1,NAN,1,140000000,14000000000,https://api.divar.ir/v8/posts-v2/web/QZA3r0Q7
0,153,1,71,2,8,1395,0,0,,5,1,1,1,NAN,NAN,153521000,10900000000,https://api.divar.ir/v8/posts-v2/web/QZkTXCMv
0,153,1,53,1,10,1393,0,NAN,4,NAN,1,1,1,NAN,NAN,179245000,9500000000,https://api.divar.ir/v8/posts-v2/web/QZxnKqRu
0,153,1,120,3,17,1386,0,NAN,5,NAN,1,1,1,NAN,NAN,154166000,18500000000,https://api.divar.ir/v8/posts-v2/web/QZf7kcDY
0,153,1,115,2,8,1395,0,NAN,3,NAN,1,1,1,NAN,NAN,150000000,17250000000,https://api.divar.ir/v8/posts-v2/web/QZGeY-Hm
0,153,1,111,2,1,1402,0,NAN,1,NAN,1,1,1,NAN,NAN,216216000,24000000000,https://api.divar.ir/v8/posts-v2/web/QZm3eJPa
0,153,1,105,2,16,1387,0,0,6,6,1,1,1,1,1,128571000,13500000000,https://api.divar.ir/v8/posts-v2/web/gZA459jM
0,153,1,123,2,7,1396,0,0,4,5,1,1,1,1,1,207317000,25500000000,https://api.divar.ir/v8/posts-v2/web/QZDjUG3_
0,153,1,110,2,15,1388,0,NAN,5,NAN,1,1,1,NAN,NAN,163636000,18000000000,https://api.divar.ir/v8/posts-v2/web/gZCkmRlH
0,153,1,145,3,13,1390,0,NAN,1,NAN,1,1,0,NAN,NAN,120000000,17400000000,https://api.divar.ir/v8/posts-v2/web/gZCgFLia
0,153,1,51,1,8,1395,0,NAN,1,NAN,1,0,1,NAN,NAN,150980000,7700000000,https://api.divar.ir/v8/posts-v2/web/gZBsqewK
0,153,1,123,2,7,1396,0,0,4,5,1,1,1,1,1,207317000,25500000000,https://api.divar.ir/v8/posts-v2/web/QZZqydb2
0,153,1,100,2,14,1389,0,NAN,3,NAN,1,1,1,NAN,NAN,200000000,20000000000,https://api.divar.ir/v8/posts-v2/web/QZhDYhVQ
0,153,1,102,2,21,1382,0,NAN,2,NAN,1,1,1,NAN,NAN,156862000,16000000000,https://api.divar.ir/v8/posts-v2/web/gZAMI4PX
0,153,1,131,3,16,1387,0,NAN,2,NAN,1,1,1,NAN,NAN,133587000,17500000000,https://api.divar.ir/v8/posts-v2/web/QZbvg0Bl
0,153,1,220,3,15,1388,0,0,2,5,1,1,1,1,1,140909000,31000000000,https://api.divar.ir/v8/posts-v2/web/QZ-XMmHu
0,153,1,100,2,1,1402,0,0,4,5,1,1,1,NAN,1,163000000,16300000000,https://api.divar.ir/v8/posts-v2/web/QZvHgoPS
0,153,1,107,2,18,1385,0,0,4,5,1,1,1,NAN,NAN,144859000,15500000000,https://api.divar.ir/v8/posts-v2/web/QZgnknpI
0,153,1,147,3,19,1384,0,0,2,5,1,1,1,NAN,1,134013000,19700000000,https://api.divar.ir/v8/posts-v2/web/QZwzEYaW
0,153,1,195,3,13,1390,0,0,4,5,1,1,1,1,1,175897000,34300000000,https://api.divar.ir/v8/posts-v2/web/QZW3ARS0
0,153,1,129,3,3,1400,0,NAN,2,NAN,1,1,1,NAN,NAN,174418000,22500000000,https://api.divar.ir/v8/posts-v2/web/gZBEzzAy
0,153,1,64,1,13,1390,0,0,16,16,1,0,1,1,1,234375000,15000000000,https://api.divar.ir/v8/posts-v2/web/QZh6hKia
0,153,1,141,3,16,1387,0,0,2,15,1,1,1,NAN,NAN,156028000,22000000000,https://api.divar.ir/v8/posts-v2/web/QZ1LK7nB
0,153,1,130,3,18,1385,0,NAN,2,NAN,1,1,1,NAN,NAN,140000000,18200000000,https://api.divar.ir/v8/posts-v2/web/QZy3ZIEm
0,153,1,90,2,12,1391,0,0,4,5,1,1,1,1,1,155555000,14000000000,https://api.divar.ir/v8/posts-v2/web/gZBckKBJ
0,180,1,78,2,1,1402,0,2,2,8,1,0,0,0,1,40000000,3120000000,https://api.divar.ir/v8/posts-v2/web/gZA0TteV
0,180,1,130,2,1,1402,0,2,2,6,1,1,0,0,1,27692000,3600000000,https://api.divar.ir/v8/posts-v2/web/QZlPQj2f
0,187,1,113,2,1,1402,0,0,2,15,1,1,1,0,1,60176000,6800000000,https://api.divar.ir/v8/posts-v2/web/gZCsrBKI
0,206,1,120,2,11,1392,0,0,2,5,1,1,1,1,0,140000000,16800000000,https://api.divar.ir/v8/posts-v2/web/gZCI38z7
0,206,1,251,4,12,1391,0,NAN,4,NAN,1,1,1,NAN,NAN,159362000,40000000000,https://api.divar.ir/v8/posts-v2/web/gZC82SUu
0,206,1,120,2,31,1372,0,3,3,5,1,1,1,1,1,160000000,19200000000,https://api.divar.ir/v8/posts-v2/web/gZCUGkM4
0,206,1,125,3,4,1399,0,0,2,4,1,1,1,NAN,1,140800000,17600000000,https://api.divar.ir/v8/posts-v2/web/QZjnCngn
0,215,1,82,2,1,1402,0,NAN,1,NAN,1,1,1,NAN,NAN,156097000,12800000000,https://api.divar.ir/v8/posts-v2/web/QZLHQDly
0,215,1,135,3,4,1399,0,NAN,1,NAN,1,1,1,NAN,NAN,111111000,15000000000,https://api.divar.ir/v8/posts-v2/web/QZY7E4Co
0,215,1,221,3,1,1402,0,0,5,7,1,1,1,NAN,1,300000000,66300000000,https://api.divar.ir/v8/posts-v2/web/QZrC4IcT
0,241,1,360,4,1,1402,0,0,6,10,1,1,1,NAN,1,416666000,1.5E+11,https://api.divar.ir/v8/posts-v2/web/QZhXpW8u
0,241,1,145,3,11,1392,0,0,9,11,1,1,1,1,1,250000000,36250000000,https://api.divar.ir/v8/posts-v2/web/QZnXBX8A
0,241,1,206,4,18,1385,0,NAN,7,NAN,1,1,1,NAN,NAN,179611000,37000000000,https://api.divar.ir/v8/posts-v2/web/QZb_yxpQ
0,241,1,73,1,3,1400,0,NAN,3,NAN,1,1,1,NAN,NAN,250000000,18250000000,https://api.divar.ir/v8/posts-v2/web/gZBwsafC
0,241,1,260,3,6,1397,0,NAN,3,NAN,1,1,1,NAN,NAN,250000000,65000000000,https://api.divar.ir/v8/posts-v2/web/QZsr2Cl8
0,241,1,155,3,2,1401,0,0,8,9,1,1,1,1,1,296774000,46000000000,https://api.divar.ir/v8/posts-v2/web/QZdbfbAO
0,241,1,270,3,1,1402,0,0,7,9,1,1,1,NAN,1,277777000,75000000000,https://api.divar.ir/v8/posts-v2/web/QZXvzQPk
0,241,1,130,3,32,1371,0,NAN,2,NAN,0,1,1,NAN,NAN,190769000,24800000000,https://api.divar.ir/v8/posts-v2/web/QZg3jsiS
0,241,1,120,2,8,1395,0,NAN,4,NAN,1,1,1,NAN,NAN,200000000,24000000000,https://api.divar.ir/v8/posts-v2/web/gZBglmQa
0,248,1,162,3,13,1390,0,NAN,3,NAN,1,1,1,NAN,NAN,160000000,25920000000,https://api.divar.ir/v8/posts-v2/web/QZC1Q1eH
0,248,1,200,3,4,1399,0,0,6,7,1,1,1,NAN,1,350000000,70000000000,https://api.divar.ir/v8/posts-v2/web/QZj7DeGL
0,248,1,226,3,3,1400,0,0,3,10,1,1,1,NAN,1,331858000,75000000000,https://api.divar.ir/v8/posts-v2/web/QZt3bD0n
0,248,1,153,3,12,1391,0,0,3,5,1,1,1,0,1,183006000,28000000000,https://api.divar.ir/v8/posts-v2/web/QZ-0iEdH
0,248,1,165,3,22,1381,0,NAN,2,NAN,1,1,1,NAN,NAN,179393000,29600000000,https://api.divar.ir/v8/posts-v2/web/QZqzc0FQ
0,248,1,200,3,12,1391,0,0,5,NAN,1,1,1,NAN,1,185000000,37000000000,https://api.divar.ir/v8/posts-v2/web/gZCgn3YY
0,248,1,315,4,11,1392,0,NAN,3,NAN,1,1,1,NAN,NAN,230158000,72500000000,https://api.divar.ir/v8/posts-v2/web/QZ1fbga8
0,248,1,220,3,1,1402,0,0,3,5,1,1,1,NAN,1,268181000,59000000000,https://api.divar.ir/v8/posts-v2/web/QZuuocAb
0,248,1,175,3,3,1400,0,0,1,8,1,1,1,NAN,1,280000000,49000000000,https://api.divar.ir/v8/posts-v2/web/QZADOFBA
0,248,1,480,4,2,1401,0,NAN,5,NAN,1,1,1,NAN,NAN,489583000,2.35E+11,https://api.divar.ir/v8/posts-v2/web/gZB8GVb6
0,248,1,345,4,1,1402,0,0,9,10,1,1,1,NAN,1,371014000,1.28E+11,https://api.divar.ir/v8/posts-v2/web/QZovXsQL
0,248,1,303,3,1,1402,0,0,7,14,1,1,1,NAN,1,389438000,1.18E+11,https://api.divar.ir/v8/posts-v2/web/QZtaBjU2
0,248,1,450,4,3,1400,0,NAN,3,NAN,1,1,1,NAN,NAN,444444000,2E+11,https://api.divar.ir/v8/posts-v2/web/QZ5pJUN3
0,195,2,90,2,1,1402,0,0,4,5,1,1,1,NAN,1,138888000,12500000000,https://api.divar.ir/v8/posts-v2/web/gZCs7uXP
0,195,2,100,2,1,1402,0,NAN,1,NAN,1,1,1,NAN,NAN,127000000,12700000000,https://api.divar.ir/v8/posts-v2/web/gZCAasos
0,195,2,156,3,1,1402,0,0,4,5,1,1,1,1,1,126923000,19800000000,https://api.divar.ir/v8/posts-v2/web/QZm7Jaiq
0,197,2,51,1,8,1395,0,0,2,4,0,0,0,1,1,21568000,1100000000,https://api.divar.ir/v8/posts-v2/web/gZB8rjor
0,197,2,140,2,3,1400,0,2,3,3,0,1,1,0,1,13571000,1900000000,https://api.divar.ir/v8/posts-v2/web/gZBsnySs
0,197,2,85,2,8,1395,0,NAN,4,NAN,1,0,1,NAN,NAN,14117000,1200000000,https://api.divar.ir/v8/posts-v2/web/QZ__hJAb
0,20,2,100,2,1,1402,0,0,9,18,1,1,1,NAN,1,18500000,1850000000,https://api.divar.ir/v8/posts-v2/web/QZqD5Gvp
